10I4842000 : [35.3, 32100, 0, 32100, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842642 : [10.45, 1000, 1000, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842643 : [15.06, 900, 900, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842644 : [17.65, 20000, 0, 20000, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842645 : [20.28, 300, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842646 : [13.9, 500, 500, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842647 : [12.35, 20000, 0, 20000, ('shyc08', '600348'), 1]
所有委托数据-- 10I4842648 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842649 : [15.06, 1500, 0, 1500, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842650 : [12.59, 400, 400, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842651 : [17.65, 20000, 0, 20000, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842652 : [12.35, 20000, 0, 20000, ('shyc08', '600348'), 1]
所有委托数据-- 10I4842653 : [13.9, 500, 500, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842654 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842655 : [15.06, 10100, 0, 10100, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842656 : [12.59, 700, 700, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842657 : [17.65, 20000, 0, 20000, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842658 : [12.35, 20000, 0, 20000, ('shyc08', '600348'), 1]
所有委托数据-- 10I4842659 : [13.9, 3900, 0, 3900, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842660 : [10.45, 2200, 0, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842661 : [15.06, 3300, 0, 3300, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842662 : [12.59, 1000, 1000, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842663 : [17.65, 20000, 0, 20000, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842664 : [12.35, 20000, 0, 20000, ('shyc08', '600348'), 1]
所有委托数据-- 10I4842670 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842671 : [15.06, 400, 400, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842672 : [12.59, 900, 900, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842673 : [17.65, 11600, 0, 11600, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842674 : [12.35, 20000, 0, 20000, ('shyc08', '600348'), 1]
所有委托数据-- 10I4842675 : [15.06, 15000, 0, 15000, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842676 : [12.59, 1100, 0, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842677 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842678 : [12.35, 5000, 0, 5000, ('shyc08', '600348'), 1]
所有委托数据-- 10I4842679 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842680 : [15.06, 1300, 0, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842681 : [12.59, 500, 500, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842682 : [62.15, 100, 100, 0, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842683 : [15.06, 5200, 0, 5200, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842684 : [12.59, 2400, 0, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842685 : [62.15, 20000, 0, 20000, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842686 : [12.59, 400, 400, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842687 : [62.15, 16400, 0, 16400, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842688 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842689 : [15.59, 200, 200, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842690 : [15.06, 6600, 0, 6600, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842691 : [12.59, 400, 400, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842692 : [17.65, 7400, 0, 7400, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842693 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842694 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842695 : [12.59, 600, 600, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842696 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842697 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842698 : [15.06, 3300, 0, 3300, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842699 : [12.59, 700, 700, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842700 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842701 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842702 : [10.45, 1100, 0, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842703 : [13.9, 1500, 0, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842704 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842705 : [12.59, 700, 700, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842706 : [31.77, 100, 100, 0, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842707 : [15.06, 400, 400, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842708 : [31.77, 29600, 0, 29600, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842709 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842710 : [12.59, 700, 700, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842711 : [20.28, 300, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842712 : [31.77, 9700, 0, 9700, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842713 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842714 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842715 : [15.06, 4300, 0, 4300, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842716 : [31.77, 12600, 0, 12600, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842717 : [10.45, 800, 800, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842718 : [31.77, 15100, 0, 15100, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842719 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842720 : [15.06, 2700, 0, 2700, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842721 : [12.59, 300, 200, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842722 : [31.77, 15100, 0, 15100, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842723 : [15.59, 200, 200, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842724 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842725 : [15.06, 1200, 0, 1200, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842726 : [12.59, 500, 500, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842727 : [31.77, 21600, 0, 21600, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842728 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842729 : [15.06, 1900, 0, 1900, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842730 : [31.77, 29600, 0, 29600, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842731 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842732 : [15.06, 8400, 0, 8400, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842733 : [12.59, 500, 500, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842734 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842735 : [31.77, 29600, 0, 29600, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842738 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842739 : [15.06, 1100, 0, 1100, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842740 : [31.77, 29600, 0, 29600, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842741 : [10.45, 600, 600, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842742 : [12.59, 1900, 0, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842743 : [31.77, 29600, 0, 29600, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842744 : [15.06, 7500, 0, 7500, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842745 : [12.59, 300, 200, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842746 : [15.59, 200, 200, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842747 : [31.77, 29600, 0, 29600, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842748 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842749 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842750 : [31.77, 26900, 0, 26900, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842751 : [10.45, 600, 600, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842752 : [12.59, 800, 800, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842753 : [17.65, 8000, 0, 8000, ('szyc08', '300340'), 2]
所有委托数据-- 10I4842756 : [20.28, 900, 900, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842757 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842758 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842759 : [15.06, 3300, 0, 3300, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842760 : [12.59, 400, 400, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842761 : [15.06, 3200, 0, 3200, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842762 : [12.59, 500, 500, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842763 : [15.06, 2000, 0, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842764 : [12.59, 1000, 1000, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842765 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842766 : [15.59, 200, 200, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842767 : [105.11, 200, 200, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842768 : [10.45, 800, 800, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842769 : [15.06, 900, 900, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842770 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842771 : [15.06, 3500, 0, 3500, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842772 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842773 : [105.11, 504, 504, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842774 : [10.45, 1600, 0, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842775 : [15.06, 2200, 0, 2200, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842776 : [17.65, 8000, 0, 8000, ('szyc08', '300340'), 2]
所有委托数据-- 10I4842777 : [15.59, 200, 200, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842778 : [105.11, 594, 594, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842779 : [10.45, 7900, 0, 7900, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842780 : [10.45, 1400, 0, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842781 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842782 : [105.11, 442, 400, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842783 : [10.45, 600, 600, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842784 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842785 : [13.9, 700, 700, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842786 : [10.45, 1300, 0, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842787 : [15.06, 2200, 0, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842788 : [13.9, 600, 600, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842789 : [15.59, 200, 200, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842791 : [10.45, 700, 700, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842792 : [15.06, 800, 800, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842793 : [105.11, 1041, 0, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842794 : [15.06, 2400, 0, 2400, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842795 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842796 : [105.11, 1334, 0, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842797 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842798 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842799 : [105.11, 246, 200, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842800 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842801 : [15.06, 3200, 0, 3200, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842802 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842803 : [15.59, 200, 200, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842804 : [105.11, 1098, 0, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842806 : [10.45, 1000, 1000, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842807 : [15.06, 3900, 0, 3900, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842808 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842809 : [15.06, 400, 400, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842810 : [105.11, 755, 755, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842811 : [13.9, 800, 800, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842812 : [15.06, 300, 200, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842813 : [105.11, 739, 739, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842814 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842815 : [15.06, 2600, 0, 2600, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842816 : [13.9, 800, 800, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842817 : [15.59, 300, 200, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842818 : [510.0, 100, 100, 0, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842819 : [13.9, 1500, 0, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842820 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842821 : [10.45, 1200, 0, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842822 : [510.0, 7000, 0, 7000, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842823 : [17.65, 8000, 0, 8000, ('szyc08', '300340'), 2]
所有委托数据-- 10I4842824 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842825 : [15.06, 3300, 0, 3300, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842826 : [510.0, 4500, 0, 4500, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842827 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842828 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842829 : [510.0, 5900, 0, 5900, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842830 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842831 : [510.0, 5900, 0, 5900, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842832 : [15.59, 200, 200, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842833 : [510.0, 7200, 0, 7200, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842835 : [10.45, 3400, 0, 3400, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842836 : [510.0, 16200, 0, 16200, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842837 : [10.45, 700, 700, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842838 : [510.0, 20000, 0, 20000, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842839 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842840 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842841 : [510.0, 20000, 0, 20000, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842842 : [510.0, 20000, 0, 20000, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842843 : [13.9, 700, 700, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842844 : [15.59, 200, 200, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842845 : [10.45, 3300, 0, 3300, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842846 : [15.06, 200, 200, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842847 : [510.0, 600, 600, 0, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842848 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842849 : [510.0, 800, 800, 0, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842850 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842851 : [21.05, 200, 200, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842852 : [510.0, 700, 700, 0, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842853 : [21.05, 2790, 0, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842854 : [510.0, 600, 600, 0, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842855 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842856 : [15.59, 200, 200, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842857 : [13.9, 900, 900, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842858 : [21.05, 432, 400, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842859 : [510.0, 1500, 0, 0, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842860 : [15.59, 600, 600, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842861 : [21.05, 501, 501, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842862 : [10.45, 600, 600, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842863 : [21.05, 8441, 0, 8441, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842864 : [510.0, 600, 600, 0, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842865 : [21.05, 3333, 0, 3333, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842866 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842867 : [21.05, 200, 200, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842868 : [15.06, 1100, 0, 1100, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842869 : [21.05, 2088, 0, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842870 : [510.0, 600, 600, 0, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842871 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842872 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842873 : [15.06, 1400, 0, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842874 : [21.05, 303, 200, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842875 : [20.28, 600, 600, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842876 : [15.06, 1100, 0, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842877 : [21.05, 1374, 0, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842878 : [10.45, 700, 700, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842879 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842880 : [510.0, 600, 600, 0, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842881 : [21.05, 267, 200, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842882 : [21.05, 8661, 0, 8661, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842883 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842885 : [21.05, 572, 572, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842886 : [15.59, 400, 400, 0, ('shyc08', '603309'), 2]
所有委托数据-- 10I4842887 : [510.0, 700, 700, 0, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842888 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842889 : [21.05, 400, 400, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842890 : [21.05, 1666, 0, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842891 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842892 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842893 : [21.05, 1900, 0, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842894 : [510.0, 600, 600, 0, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842895 : [21.05, 9093, 0, 9093, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842896 : [46.3, 1400, 0, 0, ('szyc08', '300171'), 2]
所有委托数据-- 10I4842897 : [31.77, 900, 900, 0, ('shyc08', '600338'), 2]
所有委托数据-- 10I4842898 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
所有委托数据-- 10I4842899 : [7.49, 6900, 0, 6900, ('szyc08', '000822'), 2]
所有委托数据-- 10I4842900 : [46.46, 1200, 0, 0, ('shyc08', '603348'), 2]
所有委托数据-- 10I4842901 : [33.05, 1300, 0, 0, ('szyc08', '300693'), 2]
所有委托数据-- 10I4842902 : [21.05, 752, 752, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842903 : [15.06, 1500, 0, 1500, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842904 : [510.0, 700, 700, 0, ('szyc08', '300750'), 1]
所有委托数据-- 10I4842905 : [13.9, 900, 900, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842906 : [29.02, 2000, 0, 0, ('szyc08', '300629'), 2]
所有委托数据-- 10I4842907 : [9.58, 6700, 0, 6700, ('szyc08', '300716'), 2]
所有委托数据-- 10I4842908 : [14.86, 1200, 0, 0, ('szyc08', '300424'), 2]
所有委托数据-- 10I4842909 : [12.65, 3400, 0, 3400, ('szyc08', '002927'), 2]
所有委托数据-- 10I4842910 : [19.12, 4500, 0, 4500, ('szyc08', '000887'), 2]
所有委托数据-- 10I4842911 : [42.39, 1500, 0, 0, ('szyc08', '300656'), 1]
所有委托数据-- 10I4842912 : [9.89, 700, 700, 0, ('szyc08', '300153'), 1]
所有委托数据-- 10I4842913 : [13.15, 5900, 0, 5900, ('szyc08', '000933'), 1]
所有委托数据-- 10I4842914 : [9.81, 2900, 0, 0, ('szyc08', '000925'), 1]
所有委托数据-- 10I4842915 : [12.17, 5600, 0, 5600, ('szyc08', '002312'), 1]
